rank,property_id,address,latitude,longitude,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,broker_name,input,property_url,listing_url
329,69649019,"2124 Highland River Dr, Wylie, TX 75098",32.98621,-96.550389,330000,USD,2,3,2024.0 sqft,,358300,2335,0,,FALSE,https://photos.zillowstatic.com/fp/d32ae51fb329f496d50a1e8823566cc5-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2124-Highland-River-Dr-Wylie-TX-75098/69649019_zpid/,https://www.zillow.com/homes/TX_rb/9_p/
708,2067957078,"1220 Ladewig, La Grange, TX 78945",,,298000,USD,,,,,,,0,,FALSE,https://photos.zillowstatic.com/fp/7ea86836b6523579a59832824ab49c9c-p_e.jpg,House for sale,"Van Slyke Real Estate, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1220-Ladewig-La-Grange-TX-78945/2067957078_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
731,86966881,"9072 Yankee Ave, Cresco, IA 52136",43.384579,-92.099554,319000,USD,2,5,2539.0 sqft,0.81 acres,,,3,,FALSE,https://photos.zillowstatic.com/fp/8b85bebfc2ac2d440bc3b189a4d5bf80-p_e.jpg,Lot / Land for sale,Cedar Valley Iowa Realty - Decorah,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/9072-Yankee-Ave-Cresco-IA-52136/86966881_zpid/,https://www.zillow.com/homes/IA_rb/19_p/
139,2067954665,"8635 Fm 2447 E, Chappell Hill, TX 77426",30.142861,-96.264967,850000,USD,4,4,3366.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/0bf69e4b3d3768006a9c77c44cc59e34-p_e.jpg,New construction,Energy Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/8635-Fm-2447-E-Chappell-Hill-TX-77426/2067954665_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
606,79933990,"9516 Drovers View Trl, Fort Worth, TX 76131",32.907643,-97.353669,464950,USD,3,4,3136.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/2332511af5608c6982806dfc6025f851-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/9516-Drovers-View-Trl-Fort-Worth-TX-76131/79933990_zpid/,https://www.zillow.com/homes/TX_rb/16_p/
579,84093535,"3305 SE Glenstone Dr UNIT 152, Grimes, IA 50111",41.660606,-93.764069,292500,USD,2,2,1912.0 sqft,,290000,1795,2,,FALSE,https://photos.zillowstatic.com/fp/47343318d1fbf476be8b0e1952642d30-p_e.jpg,Townhouse for sale,BHHS First Realty Westown,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/3305-SE-Glenstone-Dr-UNIT-152-Grimes-IA-50111/84093535_zpid/,https://www.zillow.com/homes/IA_rb/15_p/
693,2067957015,"1 County Road 234, Caldwell, TX 77836",30.5408,-96.70647,82500,USD,,0,,2.5 acres,,,0,,FALSE,https://photos.zillowstatic.com/fp/f24dfe4cba6d0abf1a0b83051dadb6e4-p_e.jpg,Active,Armstrong Properties,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1-County-Road-234-Caldwell-TX-77836/2067957015_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
40,29501522,"8504 Bismark Cv, Austin, TX 78745",30.194522,-97.832043,539900,USD,3,3,1789.0 sqft,,548900,2493,0,,FALSE,https://photos.zillowstatic.com/fp/ccd5dc604a96004472dd8ef94d5515b9-p_e.jpg,Active,Orchard Brokerage,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/8504-Bismark-Cv-Austin-TX-78745/29501522_zpid/,https://www.zillow.com/homes/TX_rb/
236,2068520537,"Bellhaven Plan, Trestle Ridge Villas",41.75742,-93.64177,288990,USD,3,4,2053.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/09c42b143305b6ad3510e3c295307786-p_e.jpg,New construction,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/community/trestle-ridge-villas/2068520537_zpid/,https://www.zillow.com/homes/IA_rb/6_p/
500,73069593,"606 G Ave NW, Cedar Rapids, IA 52405",41.980355,-91.68094,95000,USD,1,4,1364.0 sqft,,93700,1150,2,,FALSE,https://photos.zillowstatic.com/fp/45009d452640f2293966526afc9086bd-p_e.jpg,House for sale,"REAL ESTATE AMERICA, INC.",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/606-G-Ave-NW-Cedar-Rapids-IA-52405/73069593_zpid/,https://www.zillow.com/homes/IA_rb/13_p/
386,331479038,"682 Pecan Dr, Caldwell, TX 77836",30.50701,-96.763772,41093,USD,,,,2.83 acres,149400,1329,0,,FALSE,https://photos.zillowstatic.com/fp/8094439512b4d39ac87c2a6b3b7aa083-p_e.jpg,Lot / Land for sale,Oro Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/682-Pecan-Dr-Caldwell-TX-77836/331479038_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
548,87334973,"9041 Pleasant Dr, Whitney, TX 76692",32.029448,-97.415503,265000,USD,2,3,1561.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/169b43374565c2ed49b23d00d614e8cd-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/9041-Pleasant-Dr-Whitney-TX-76692/87334973_zpid/,https://www.zillow.com/homes/TX_rb/14_p/
95,2067955426,"47 Cedar Ln, Wingdale, NY 12594",41.663312,-73.550554,110000,USD,,,,6.7 acres,,,0,,FALSE,https://photos.zillowstatic.com/fp/ea43e2ff47c8c7b69cce0ead47dc4a8d-p_e.jpg,Lot / Land for sale,Listing by: Bhhs Hudson Valley Properties Pw,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/47-Cedar-Ln-Wingdale-NY-12594/2067955426_zpid/,https://www.zillow.com/homes/NY_rb/3_p/
146,2067956250,"67 Feller Dr #67, Central Islip, NY 11722",40.802057,-73.197359,255000,USD,1,1,,,,,0,,FALSE,https://photos.zillowstatic.com/fp/eab842d4ba45263e0a2ee02569e6f65c-p_e.jpg,Condo for sale,Listing by: Keller Williams Points North,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/67-Feller-Dr-67-Central-Islip-NY-11722/2067956250_zpid/,https://www.zillow.com/homes/NY_rb/4_p/
233,28077334,"5218 Imogene St, Houston, TX 77096",29.683584,-95.474534,510000,USD,3,4,2539.0 sqft,,447900,2614,0,,FALSE,https://photos.zillowstatic.com/fp/9dbdea872d50851c308f741494164f8f-p_e.jpg,House for sale,Elka International Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/5218-Imogene-St-Houston-TX-77096/28077334_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
196,251032414,"5816 Eden Dr, Austin, TX 78747",30.13534,-97.769461,429000,USD,2,3,1645.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/6dc2ec89a88e5cb9de3762b0f968dfd2-p_e.jpg,Active,Realty Austin,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/5816-Eden-Dr-Austin-TX-78747/251032414_zpid/,https://www.zillow.com/homes/TX_rb/5_p/
768,250214910,"7745 Village Dr, Beaumont, TX 77713",30.106353,-94.183794,825000,USD,4,5,4155.0 sqft,,810022,3660,0,,FALSE,https://photos.zillowstatic.com/fp/6ea6d913f7b37ebb7155367d2e1bd6d1-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/7745-Village-Dr-Beaumont-TX-77713/250214910_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
570,76624802,"783 Larkin Dr, Dorchester, IA 52140",43.376129,-91.475665,399000,USD,3,4,2668.0 sqft,3.96 acres,376500,2201,2,,FALSE,https://photos.zillowstatic.com/fp/7727fdb4f243e836fd28adf105205662-p_e.jpg,Lot / Land for sale,UC Midwest Lifestyle Properties,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/783-Larkin-Dr-Dorchester-IA-52140/76624802_zpid/,https://www.zillow.com/homes/IA_rb/15_p/
314,32334607,"166 Mill Rd, Staten Island, NY 10306",40.564651,-74.109493,718888,USD,2,3,1105.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/02e07d346aca2103b9990479538e6e46-p_e.jpg,House for sale,Listing by: Holly's Staten Island Buzz Realty Inc.,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/166-Mill-Rd-Staten-Island-NY-10306/32334607_zpid/,https://www.zillow.com/homes/NY_rb/8_p/
430,2068451317,"Roman Plan, 36 West Townhomes",41.76004,-93.63448,239390,USD,3,3,1638.0 sqft,,,,2,,FALSE,https://photos.zillowstatic.com/fp/f5ed571b03904062a30d277a31f0dd0d-p_e.jpg,New construction,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/community/36-west-townhomes/2068451317_zpid/,https://www.zillow.com/homes/IA_rb/11_p/
778,87089367,"730 S 4th Ave, Washington, IA 52353",41.292938,-91.687646,154900,USD,2,3,2101.0 sqft,,108500,1964,3,,FALSE,https://photos.zillowstatic.com/fp/b65bde76422bda3f95d473d6c6321a90-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/730-S-4th-Ave-Washington-IA-52353/87089367_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
251,87035472,"1117 Wier St, Muscatine, IA 52761",41.444438,-91.050847,239500,USD,2,4,1952.0 sqft,,232557,1214,1,,FALSE,https://photos.zillowstatic.com/fp/f6b443f98c9f03b50926561cf6626cd5-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1117-Wier-St-Muscatine-IA-52761/87035472_zpid/,https://www.zillow.com/homes/IA_rb/7_p/
253,2067971656,"2204 State Highway 26, Lansing, IA 52151",43.383477,-91.23717,279000,USD,1,2,1292.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/df825abc626f8b2a40b8b9d5d0331004-p_e.jpg,House for sale,Mississippi Valley Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2204-State-Highway-26-Lansing-IA-52151/2067971656_zpid/,https://www.zillow.com/homes/IA_rb/7_p/
745,244793720,"200 W 79th St APT 2G, New York, NY 10024",40.782918,-73.978901,719000,USD,1,1,750.0 sqft,,727900,3149,0,,FALSE,https://photos.zillowstatic.com/fp/22fa7aa460919861eac563b3c01cd88d-p_e.jpg,Condo for sale,Listing by: Douglas Elliman,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/200-W-79th-St-APT-2G-New-York-NY-10024/244793720_zpid/,https://www.zillow.com/homes/NY_rb/19_p/
501,93866824,"409 Iowa St, Hills, IA 52235",41.552185,-91.531446,185000,USD,2,3,1392.0 sqft,,182700,1280,2,,FALSE,https://photos.zillowstatic.com/fp/10a9f8d29d66747c0a328cfb6e4e7c68-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/409-Iowa-St-Hills-IA-52235/93866824_zpid/,https://www.zillow.com/homes/IA_rb/13_p/
711,30210004,"113 Gorski St, Buffalo, NY 14206",42.870085,-78.80935,130000,USD,,,1602.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/f4b590f38893d70a53d4a2ed6c8532d3-p_e.jpg,Multi-family home for sale,Listing by: Howard Hanna,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/113-Gorski-St-Buffalo-NY-14206/30210004_zpid/,https://www.zillow.com/homes/NY_rb/18_p/
353,29252768,"6005 Pennsylvania Ave, Arlington, TX 76017",32.658683,-97.201069,284000,USD,2,3,1540.0 sqft,,278700,1892,0,,FALSE,https://photos.zillowstatic.com/fp/ba10009593a8af7c09bb2e768bf438a8-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/6005-Pennsylvania-Ave-Arlington-TX-76017/29252768_zpid/,https://www.zillow.com/homes/TX_rb/9_p/
32,66508300,"9 Foster Ave, Queensbury, NY 12804",43.326344,-73.668294,399000,USD,3,3,2406.0 sqft,,302600,2720,0,,FALSE,https://photos.zillowstatic.com/fp/7d12de91a42fa2711c8c2e585957522c-p_e.jpg,House for sale,Listing by: Cameron & Associates Real Esta,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/9-Foster-Ave-Queensbury-NY-12804/66508300_zpid/,https://www.zillow.com/homes/NY_rb/
280,27974076,"11015 Monument Rd, La Porte, TX 77571",29.692285,-95.061968,179990,USD,2,3,1160.0 sqft,,76600,1119,0,,FALSE,https://photos.zillowstatic.com/fp/7d8595a2c97c8d6b12d69e5693599962-p_e.jpg,House for sale,Keller Williams HoustonCentral,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/11015-Monument-Rd-La-Porte-TX-77571/27974076_zpid/,https://www.zillow.com/homes/TX_rb/7_p/
736,30746915,"2335 E 18th St, Brooklyn, NY 11229",40.593761,-73.952241,899000,USD,1,3,1740.0 sqft,,860000,2772,0,,FALSE,https://photos.zillowstatic.com/fp/fa12506c4ed262a422d907293d44f705-p_e.jpg,House for sale,Listing by: R New York,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/2335-E-18th-St-Brooklyn-NY-11229/30746915_zpid/,https://www.zillow.com/homes/NY_rb/19_p/
686,78901800,"2324 Brook Hollow Dr, Wichita Falls, TX 76308",33.87393,-98.528148,750000,USD,5,4,5038.0 sqft,,727900,4948,0,,FALSE,https://photos.zillowstatic.com/fp/e51c08bdf4783be835a418f846a254c3-p_e.jpg,House for sale,Mcgregor Real Estate Group,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2324-Brook-Hollow-Dr-Wichita-Falls-TX-76308/78901800_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
750,2067964436,"200 W 86th St APT 12A, New York, NY 10024",40.7877,-73.9757,2695000,USD,3,3,,,,,0,,FALSE,https://photos.zillowstatic.com/fp/a2eebb9664595898c76825e0dab82746-p_e.jpg,Condo for sale,Listing by: R New York,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/200-W-86th-St-APT-12A-New-York-NY-10024/2067964436_zpid/,https://www.zillow.com/homes/NY_rb/19_p/
451,76804996,"600 South Ave, Shenandoah, IA 51601",40.757905,-95.372503,79500,USD,1,3,2255.0 sqft,,79500,1302,2,,FALSE,https://photos.zillowstatic.com/fp/35ed74fee517baa07ad201a870c37de1-p_e.jpg,House for sale,Rubey Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/600-South-Ave-Shenandoah-IA-51601/76804996_zpid/,https://www.zillow.com/homes/IA_rb/12_p/
219,59820695,"89 Leewood Loop, Staten Island, NY 10304",40.609781,-74.080335,599000,USD,3,3,1460.0 sqft,,610000,2600,0,,FALSE,https://photos.zillowstatic.com/fp/199598e51d308338df2dcaed664484bc-p_e.jpg,New construction,Listing by: RE/MAX Elite,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/89-Leewood-Loop-Staten-Island-NY-10304/59820695_zpid/,https://www.zillow.com/homes/NY_rb/6_p/
580,2077471374,"3260 106th St APT 3B, East Elmhurst, NY 11369",40.757917,-73.862827,510210,USD,1,2,819.0 sqft,,,1925,0,,FALSE,https://photos.zillowstatic.com/fp/2b9c5d385174d5ea19dcdebfdbcb903d-p_e.jpg,New construction,Listing by: Century Homes Realty Group LLC,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/3260-106th-St-APT-3B-East-Elmhurst-NY-11369/2077471374_zpid/,https://www.zillow.com/homes/NY_rb/15_p/
470,333385687,"202 N Linn St #204, Iowa City, IA 52245",41.663783,-91.531321,315000,USD,1,1,674.0 sqft,,302900,1195,2,,FALSE,https://photos.zillowstatic.com/fp/ba9ecea156b43cbbfb290a68c60db9e3-p_e.jpg,New construction,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/202-N-Linn-St-204-Iowa-City-IA-52245/333385687_zpid/,https://www.zillow.com/homes/IA_rb/12_p/
252,32357651,"14 Alexsandra Ct, Staten Island, NY 10312",40.561344,-74.172433,499900,USD,2,2,1480.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/7e34fdf394e0616938b2cdd125b6fae7-p_e.jpg,House for sale,"Listing by: Neuhaus Realty, Inc.",https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/14-Alexsandra-Ct-Staten-Island-NY-10312/32357651_zpid/,https://www.zillow.com/homes/NY_rb/7_p/
361,80258036,"2126 Encino Dr, Corpus Christi, TX 78414",27.677727,-97.338017,219900,USD,2,3,1336.0 sqft,,225300,1699,0,,FALSE,https://photos.zillowstatic.com/fp/12c0802bf59a8c44b2e2f550f6ac2388-p_e.jpg,House for sale,K & M Premier Real Estate,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2126-Encino-Dr-Corpus-Christi-TX-78414/80258036_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
790,32343375,"359 Adelaide Ave, Staten Island, NY 10306",40.558191,-74.118344,599000,USD,3,3,1080.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/f2fa8860dccd6805efce036befdcea19-p_e.jpg,House for sale,Listing by: Prodigy Real Estate Inc.,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/359-Adelaide-Ave-Staten-Island-NY-10306/32343375_zpid/,https://www.zillow.com/homes/NY_rb/20_p/
772,2067957706,"720 Bering Dr #B-160, Houston, TX 77057",29.759459,-95.480614,130000,USD,1,1,788.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/6185c942fe1fedefa228ef4d260fcede-p_e.jpg,Condo for sale,The Wilson Agency II,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/720-Bering-Dr-B-160-Houston-TX-77057/2067957706_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
327,31477128,"6570 Aiken Rd, Lockport, NY 14094",43.106653,-78.810771,229000,USD,2,4,1320.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/ece0f5bc54a598ed625286e054be9137-p_e.jpg,House for sale,Listing by: Howard Hanna,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/6570-Aiken-Rd-Lockport-NY-14094/31477128_zpid/,https://www.zillow.com/homes/NY_rb/9_p/
786,67200301,"518 Summer St, Burlington, IA 52601",40.80265,-91.113452,45900,USD,1,4,1904.0 sqft,,43600,947,3,,FALSE,https://photos.zillowstatic.com/fp/adfdb878b0713b9481c74d89070eab20-p_e.jpg,House for sale,Century 21/Property Profession,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/518-Summer-St-Burlington-IA-52601/67200301_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
187,2069807385,"Sheldon Plan, Inspiration",33.052602,-96.552209,415990,USD,2,3,2210.0 sqft,,,1796,0,,FALSE,https://photos.zillowstatic.com/fp/6f30c16f1cc016ef9e77db1bcb2e15d6-p_e.jpg,New construction,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/community/inspiration/2069807385_zpid/,https://www.zillow.com/homes/TX_rb/5_p/
541,87008399,"2117 Warren Ave, Saint Charles, IA 50240",41.345877,-93.791291,265000,USD,3,4,1234.0 sqft,,290200,1133,2,,FALSE,https://photos.zillowstatic.com/fp/5a3fa697272ff2e1ba457e4c6e710a46-p_e.jpg,House for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2117-Warren-Ave-Saint-Charles-IA-50240/87008399_zpid/,https://www.zillow.com/homes/IA_rb/14_p/
93,83027541,"701 SE Dovetail Rd APT 3, Grimes, IA 50111",41.683436,-93.779757,109500,USD,2,2,864.0 sqft,,117700,1025,0,,FALSE,https://photos.zillowstatic.com/fp/5c50fb8fe6ce4de3b6a89f8554f24ff0-p_e.jpg,Townhouse for sale,Iowa Realty Mills Crossing,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/701-SE-Dovetail-Rd-APT-3-Grimes-IA-50111/83027541_zpid/,https://www.zillow.com/homes/IA_rb/3_p/
484,26652681,"5110 Hawks Nest, McKinney, TX 75070",33.195853,-96.684063,350000,USD,2,3,1642.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/6b98099bbaaf153e848de9f8d7dacaab-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/5110-Hawks-Nest-McKinney-TX-75070/26652681_zpid/,https://www.zillow.com/homes/TX_rb/13_p/
753,2071104772,"8245 Main St #8247, Hunter, NY 12442",42.216114,-74.230649,195000,USD,1,3,,,,1428,0,,FALSE,https://photos.zillowstatic.com/fp/f274fe17e181b906e12f609fe306106f-p_e.jpg,House for sale,Listing by: Win Morrison Reaty - Catskill,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/8245-Main-St-8247-Hunter-NY-12442/2071104772_zpid/,https://www.zillow.com/homes/NY_rb/19_p/
373,2067974035,"10224 Powell Ave, Johnston, IA 50131",,,396440,USD,3,4,1433.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/c1a6b195ea7ffb5b03ca3f2ba932f2d5-p_e.jpg,New construction,"EXP Realty, LLC",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/10224-Powell-Ave-Johnston-IA-50131/2067974035_zpid/,https://www.zillow.com/homes/IA_rb/10_p/
479,122580472,"205 1st Ave S, Humboldt, IA 50548",42.720289,-94.210539,42000,USD,1,2,660.0 sqft,,,,2,,FALSE,https://photos.zillowstatic.com/fp/9076ac84f0ac33c20f2fe8e8336bf736-p_e.jpg,House for sale,Humboldt Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/205-1st-Ave-S-Humboldt-IA-50548/122580472_zpid/,https://www.zillow.com/homes/IA_rb/12_p/
13,27136843,"542 Oxbow St, Mesquite, TX 75149",32.761603,-96.579284,249900,USD,2,4,1605.0 sqft,,236800,1749,0,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.761603,-96.579284&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=TZag6sM5aBRlyYc2e4D2A0eujXY=",House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/542-Oxbow-St-Mesquite-TX-75149/27136843_zpid/,https://www.zillow.com/homes/TX_rb/
23,2077848852,"32 W 130th St, New York, NY 10037",40.810021,-73.941583,1150000,USD,6,11,1080.0 sqft,,,6350,0,,FALSE,https://photos.zillowstatic.com/fp/c357d3ab0fe0049df7af01395859c939-p_e.jpg,Multi-family home for sale,Listing by: EXP Realty NYC,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/32-W-130th-St-New-York-NY-10037/2077848852_zpid/,https://www.zillow.com/homes/NY_rb/
582,2067989753,"2910 Chapel Dr SW, Cedar Rapids, IA 52404",41.94874,-91.715667,179900,USD,2,3,1592.0 sqft,,,,2,,FALSE,https://photos.zillowstatic.com/fp/9341fbebd76e08d803b945a416648437-p_e.jpg,House for sale,Pinnacle Realty LLC,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2910-Chapel-Dr-SW-Cedar-Rapids-IA-52404/2067989753_zpid/,https://www.zillow.com/homes/IA_rb/15_p/
74,30417248,"52 N Windmill Rd, Buffalo, NY 14218",42.81119,-78.768535,389900,USD,3,3,2173.0 sqft,,283200,1999,0,,FALSE,https://photos.zillowstatic.com/fp/f7db7ceba261f0166dc6d17c3d47fe6b-p_e.jpg,House for sale,Listing by: New York State Realty LLC,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/52-N-Windmill-Rd-Buffalo-NY-14218/30417248_zpid/,https://www.zillow.com/homes/NY_rb/2_p/
573,2067963064,"7007 Center St, Colden, NY 14033",42.67134,-78.624332,62000,USD,,,,5.5 acres,,,0,,FALSE,https://photos.zillowstatic.com/fp/dc18621f10b5b4b0bf931106785a7775-p_e.jpg,Lot / Land for sale,Listing by: CENTURY 21 Gold Standard,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/7007-Center-St-Colden-NY-14033/2067963064_zpid/,https://www.zillow.com/homes/NY_rb/15_p/
510,30132201,"13 Homer Pl, Poughkeepsie, NY 12603",41.670836,-73.882874,350000,USD,2,3,1640.0 sqft,,372500,2728,0,,FALSE,https://photos.zillowstatic.com/fp/4dc2cc70258a43fa20dce7feb20f7158-p_e.jpg,House for sale,Listing by: McGrath Realty Inc,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/13-Homer-Pl-Poughkeepsie-NY-12603/30132201_zpid/,https://www.zillow.com/homes/NY_rb/13_p/
127,2126118231,"1510 Broadview Ct, Ely, IA 52227",41.875568,-91.582214,239900,USD,3,4,1911.0 sqft,,,1825,0,,FALSE,https://photos.zillowstatic.com/fp/4417b0cc5f7bd94b7eb1cc1460fb2b1e-p_e.jpg,House for sale,COLDWELL BANKER HEDGES CORRIDOR,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1510-Broadview-Ct-Ely-IA-52227/2126118231_zpid/,https://www.zillow.com/homes/IA_rb/4_p/
307,86905746,"1511 S Virginia Ave, Mason City, IA 50401",43.136829,-93.185828,165000,USD,1.8,2,1264.0 sqft,,165000,991,1,,FALSE,https://photos.zillowstatic.com/fp/703106cc32510719d86c0a3429024a3e-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1511-S-Virginia-Ave-Mason-City-IA-50401/86905746_zpid/,https://www.zillow.com/homes/IA_rb/8_p/
435,76766140,"702 W Park Rd, Iowa City, IA 52246",41.671902,-91.548823,400000,USD,3,4,2442.0 sqft,,395100,1964,2,,FALSE,https://photos.zillowstatic.com/fp/fd31a6fd9784298c761c627f34105eea-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/702-W-Park-Rd-Iowa-City-IA-52246/76766140_zpid/,https://www.zillow.com/homes/IA_rb/11_p/
225,27167519,"1411 Lorrie Dr, Richardson, TX 75080",32.969143,-96.729729,299900,USD,2,3,1224.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/1b506ee373e3b20956ccb80184088142-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1411-Lorrie-Dr-Richardson-TX-75080/27167519_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
209,31304928,"211A N Wisconsin Ave, Massapequa, NY 11758",40.712719,-73.457758,499000,USD,2,3,,,560900,3467,0,,FALSE,https://photos.zillowstatic.com/fp/5f71ef770c5e6cc9aa2031e66b7eebe8-p_e.jpg,House for sale,Listing by: New York Way Real Estate Corp,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/211A-N-Wisconsin-Ave-Massapequa-NY-11758/31304928_zpid/,https://www.zillow.com/homes/NY_rb/6_p/
381,32735374,"38 Cheviot Rd, Southampton, NY 11968",40.889085,-72.463105,3495000,USD,5,4,3600.0 sqft,,3395142,37537,0,,FALSE,https://photos.zillowstatic.com/fp/f564451eddbbd0550e2736a7c16cf09e-p_e.jpg,House for sale,Listing by: Brown Harris Stevens,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/38-Cheviot-Rd-Southampton-NY-11968/32735374_zpid/,https://www.zillow.com/homes/NY_rb/10_p/
